position,priority,supplier_name,supplier_type,address,phone,whatsapp,whatsapp_verified,twogis_url,website,instagram,business_hours,relevance_evidence,technical_status,question_to_supplier,notes
"Фрезы","B","Wellstroy","Магазин строительных материалов и электроинструмента","Улица Бытовая, 34; Казыбек Би район, Караганда","+7 701 202 66 65","+7 701 202 66 65","true","https://2gis.kz/karaganda/firm/70000001079754791","","https://instagram.com/wellstroy.kz","Открыто; ежедневно 08:30–19:00","Карточка 2GIS: категория «Электроинструмент», официальный дистрибьютор строительных брендов; найден по точному запросу «Фрезы».","⚠️ Требует подтверждения","Проверить ассортимент фрез для ручного фрезера и точные размеры D10/d8 L=50 мм с подшипником и D10/d8 H=35 мм; цена, фото, наличие.","WhatsApp подтверждён отдельной кнопкой 2GIS и ссылкой wa.me/77012026665. Сайт TSSP был только в блоке похожих организаций и не включён."
"Фрезы","A","ФурнитМарт","Магазин мебельной фурнитуры","Микрорайон Степной-2, 14/1; Юго-Восточный м-н, Казыбек Би район, Караганда","+7 775 441 54 09","+7 775 441 54 09","true","https://2gis.kz/karaganda/firm/11822477302935803","","https://instagram.com/ruchkidlyamebeli","Открыто; сегодня 09:00–18:00","Карточка 2GIS: профильный магазин мебельной фурнитуры, категория «Мебельная фурнитура»; найден по запросам «Фрезы» и «деревообрабатывающий инструмент».","⚠️ Требует подтверждения","Есть ли оснастка для ручного фрезера: обкаточная с верхним подшипником D10/d8 L=50 мм (2 шт.) и прямая D10/d8 H=35 мм (1 шт.); цена, фото, наличие?","WhatsApp подтверждён отдельной кнопкой 2GIS и ссылкой wa.me/77754415409. В карточке есть кнопка «Показать телефоны»; дополнительные скрытые номера не раскрывались."
"Фрезы","A","Мебельщик","Магазин мебельной фурнитуры и электроинструментов","Улица Гастелло, 15/2; Новый город м-н, Казыбек Би район, Караганда","+7 721 256 50 65","+7 700 410 23 50","true","https://2gis.kz/karaganda/firm/11822477302943700","","https://instagram.com/mebelshchik_karaganda","Открыто; сегодня 09:00–18:00","Карточка 2GIS: прямо указано «магазин мебельной фурнитуры и электроинструментов»; в публичных товарах показан электроинструмент INGCO; категория «Мебельная фурнитура».","⚠️ Требует подтверждения","Проверить точные фрезы D10/d8: обкаточную с верхним подшипником L=50 мм и прямую пазовую H=35 мм; наличие, цена, фото маркировки.","WhatsApp подтверждён отдельной кнопкой 2GIS и ссылкой wa.me/77004102350. В карточке есть кнопка «Показать телефоны»; дополнительные скрытые номера не раскрывались."
"Фрезы","C","Очаг","Магазин строительных товаров","Проспект Строителей, 22, Караганда","+7 778 642 76 99","+7 778 642 76 99","true","https://2gis.kz/karaganda/firm/70000001064878189","","","Ежедневно 07:00–18:00","Полная карточка 2GIS: магазин строительных товаров; найден по точному запросу фрез для ручного фрезера.","⚠️ Требует подтверждения","Есть ли фрезы по дереву D10/d8: обкаточная с верхним подшипником L=50 мм и прямая пазовая H=35 мм; цена, фото и наличие?","Телефон и отдельная кнопка WhatsApp подтверждены в 2GIS; резерв общего строительного профиля."
"Фрезы","C","Лаки-краски","Магазин крепежа","Улица Комиссарова, 12/1, 1 этаж, Караганда","+7 721 247 77 92","","false","https://2gis.kz/karaganda/firm/70000001030789774","","","Сегодня 10:00–18:00","Полная карточка 2GIS: магазин крепежа; найден по точному запросу фрез для ручного фрезера.","⚠️ Требует подтверждения","Есть ли оснастка для ручного фрезера и точные фрезы D10/d8 L=50 мм с верхним подшипником и D10/d8 H=35 мм?","Телефон подтверждён в 2GIS; отдельной кнопки WhatsApp нет; резерв общего профиля."
"Фрезы","C","А-Строй","Строительный магазин","Микрорайон Голубые пруды, 19/6, Караганда","+7 721 278 00 88","+7 775 888 45 06","true","https://2gis.kz/karaganda/firm/70000001034410300","","https://instagram.com/a.stroy.krg","Ежедневно 09:00–19:00","Полная карточка 2GIS: строительный магазин; найден по точному запросу фрез для ручного фрезера.","⚠️ Требует подтверждения","Есть ли фрезы для ручного фрезера D10/d8 требуемых L=50 мм с верхним подшипником и H=35 мм; цена и наличие?","Основной телефон и отдельная кнопка WhatsApp подтверждены в 2GIS; номера различаются; резерв общего профиля."
"Фрезы","A","Партнер — филиал Молокова","Магазин крепежа и инструмента","Улица Молокова, 119/1Б, Караганда","+7 721 225 55 04","+7 747 955 54 94","true","https://2gis.kz/karaganda/firm/70000001033777587","https://mypartner.kz/","https://instagram.com/partner.krg","Открыто; актуальные часы см. в карточке 2GIS","Карточка 2GIS: магазин крепежа и инструмента; прямо заявлены электроинструмент и расходные материалы.","⚠️ Требует подтверждения","Проверить фрезы D10/d8: обкаточную с верхним подшипником L=50 мм и прямую пазовую H=35 мм; наличие, цена и фото упаковки.","Отдельный филиал сети с другим адресом, телефоном и WhatsApp; остатки могут отличаться. WhatsApp подтверждён кнопкой 2GIS."
"Фрезы","A","Total","Официальный дилер инструмента Total","Рынок Михайловский, улица Казахстанская, 5/6, 1 этаж, Караганда","+7 708 800 88 13","+7 708 800 88 13","true","https://2gis.kz/karaganda/firm/70000001112135844","","https://instagram.com/totaltoolskrg","Ежедневно 09:00–18:00","Полная карточка 2GIS: официальный дилер Total в Караганде; профильный продавец электроинструмента и оснастки.","⚠️ Требует подтверждения","Есть ли точные фрезы D10/d8: обкаточная с верхним подшипником L=50 мм (2 шт.) и прямая H=35 мм (1 шт.); цена, фото, наличие?","Телефон и отдельная кнопка WhatsApp подтверждены в 2GIS; точные размеры публично не доказаны."
"Фрезы","A","Einhell Center","Фирменный магазин электроинструмента","Улица Гоголя, 120, 1 этаж, Караганда","+7 775 679 70 07","+7 775 679 70 07","true","https://2gis.kz/karaganda/firm/70000001103152201","https://einhell.kz/","https://instagram.com/einhell_center","Ежедневно 10:00–19:00","Полная карточка 2GIS: фирменный магазин Einhell; профильный продавец электроинструмента и оснастки.","⚠️ Требует подтверждения","Есть ли фрезы D10/d8: обкаточная с верхним подшипником L=50 мм и прямая пазовая H=35 мм; цена, фото маркировки, наличие?","Телефон и отдельная кнопка WhatsApp подтверждены в 2GIS; точные размеры публично не доказаны."
"Фрезы","B","HOZTORG STROY — Затаевича 75/3","Оптово-розничный строительный магазин","Улица Затаевича, 75/3, Караганда","+7 700 080 54 81","+7 700 080 54 81","true","https://2gis.kz/karaganda/firm/70000001048196926","","https://instagram.com/hoztorg_stroy","Актуальные часы см. в карточке 2GIS","Карточка 2GIS: оптово-розничный строительный магазин; прямо заявлено более 6000 позиций ручного инструмента, крепёж и расходники.","⚠️ Требует подтверждения","Есть ли фрезы по дереву D10/d8: обкаточная с верхним подшипником L=50 мм и прямая H=35 мм; цена, фото, наличие?","Телефон и отдельная кнопка WhatsApp подтверждены в 2GIS; ассортимент точных фрез не доказан."
"Фрезы","C","Строймаркет","Магазин стройматериалов","Улица Алиханова, 35, цокольный этаж, Караганда","+7 707 509 79 90","+7 707 509 79 90","true","https://2gis.kz/karaganda/firm/70000001053407839","","https://instagram.com/stroymarket09krg","Сегодня 09:00–18:00","Полная карточка 2GIS: стройматериалы; найден по точному запросу фрез, в карточке несколько WhatsApp-контактов.","⚠️ Требует подтверждения","Есть ли отдел электроинструмента и фрезы D10/d8 нужных L=50 мм с верхним подшипником и H=35 мм; цена и наличие?","Основной телефон и первая отдельная кнопка WhatsApp подтверждены в 2GIS; резерв общего профиля."
"Фрезы","C","КарагандаСнаб","Торговая компания комплексного снабжения","Проспект Бухар-жырау, 2, офис 209, 2 этаж, Караганда","+7 721 241 19 21","+7 701 565 96 40","true","https://2gis.kz/karaganda/firm/11822477302834633","https://skkss.kz/","","Сегодня 08:30–17:30; обед 12:30–13:30","Карточка 2GIS: торговая компания; показана в выдаче по фрезам и промышленному инструменту.","⚠️ Требует подтверждения","Поставляете ли фрезы по дереву для ручного фрезера D10/d8 точных L=50 мм с подшипником и H=35 мм; цена и срок?","Основной телефон и отдельная кнопка WhatsApp подтверждены в 2GIS; резерв снабженческого профиля."
"Фрезы","A","Промстройинструмент","Магазин инструментов","Улица Толепова, 4, Караганда","+7 700 313 23 53","+7 701 738 35 82","true","https://2gis.kz/karaganda/firm/11822477302866650","","https://instagram.com/promstroyinstrument","Сегодня 08:30–17:30; обед 13:00–14:00","Полная карточка 2GIS: магазин инструментов; профильный кандидат по оснастке.","⚠️ Требует подтверждения","Проверить обе точные фрезы D10/d8: обкаточную с верхним подшипником L=50 мм (2 шт.) и прямую H=35 мм (1 шт.); цену и фото.","Основной телефон и отдельная кнопка WhatsApp подтверждены в 2GIS; номера различаются."
"Фрезы","A","Мир инструмента-Алматы","Филиал поставщика инструмента","Улица Складская, 2/2, 2 этаж, Караганда","+7 721 298 11 54","","false","https://2gis.kz/karaganda/firm/70000001031499595","https://instrument.ru/","","Сегодня 08:00–17:00; обед 12:00–13:00","Полная карточка 2GIS: карагандинский филиал поставщика инструмента; профильный кандидат.","⚠️ Требует подтверждения","Есть ли фрезы для ручного фрезера D10/d8: обкаточная L=50 мм с верхним подшипником и прямая H=35 мм; цена и наличие?","Телефон подтверждён в 2GIS; отдельной кнопки WhatsApp нет; точные размеры нужно подтвердить."
"Фрезы","B","Росинструмент-Казахстан","Торговая компания инструмента","Улица Ермекова, 55, кабинеты 18–19, 2 этаж, Караганда","+7 721 243 02 60","","false","https://2gis.kz/karaganda/firm/11822477302834293","","","Сегодня 09:00–17:00","Полная карточка 2GIS: торговая компания инструмента; найден по запросу фрез для ручного фрезера.","⚠️ Требует подтверждения","Поставляете ли фрезы по дереву D10/d8 точных размеров L=50 мм с верхним подшипником и H=35 мм; цена и наличие?","Телефон подтверждён в 2GIS; отдельной кнопки WhatsApp нет."
"Фрезы","B","Qaz Apex","Торговая компания инструмента и снабжения","Улица Космонавтов, ст37/1, офис 2, 2 этаж, Караганда","+7 777 125 02 03","+7 777 125 02 03","true","https://2gis.kz/karaganda/firm/70000001064723031","https://qaz-apex.kz/","","Сегодня 09:00–17:00; обед 12:00–13:00","Полная карточка 2GIS: торговая компания; найдена по запросу фрез и промышленного инструмента.","⚠️ Требует подтверждения","Поставляете ли фрезы по дереву для ручного фрезера D10/d8 L=50 мм с верхним подшипником и D10/d8 H=35 мм; цена и срок?","Телефон и отдельная кнопка WhatsApp подтверждены в 2GIS; точный ассортимент нужно подтвердить."
"Фрезы","A","Inter Tools","Торговая компания инструмента","Улица Речная, 44а, 2 этаж, Караганда","+7 701 747 50 06","+7 701 747 50 06","true","https://2gis.kz/karaganda/firm/70000001022691006","https://inter-tools.kz/","","Сегодня 09:00–18:00; обед 13:00–14:00","Полная карточка 2GIS: торговая компания инструмента; профильный кандидат, показан рядом с магазинами профессиональной оснастки.","⚠️ Требует подтверждения","Есть ли обкаточная фреза D10/d8 L=50 мм с верхним подшипником и прямая пазовая D10/d8 H=35 мм; цена, фото и наличие?","Телефон и отдельная кнопка WhatsApp подтверждены в 2GIS; в карточке есть дополнительные контакты, основной сохранён."
"Фрезы","B","HOZTORG STROY — Затаевича 75/2","Оптово-розничный строительный магазин","Улица Затаевича, 75/2, Караганда","+7 708 730 34 43","+7 708 730 34 43","true","https://2gis.kz/karaganda/firm/70000001049140703","","https://instagram.com/hoztorg_stroy","Актуальные часы см. в карточке 2GIS","Карточка 2GIS: отдельный филиал оптово-розничного строительного магазина; заявлены ручной инструмент, крепёж и более 6000 позиций.","⚠️ Требует подтверждения","Есть ли фрезы D10/d8: обкаточная с верхним подшипником L=50 мм и прямая H=35 мм; цена, фото, наличие?","Отдельный филиал с другим адресом, телефоном и WhatsApp; остатки могут отличаться. WhatsApp подтверждён кнопкой 2GIS."
"Фрезы","A","Rotorica","Магазин электроинструмента","Улица Ермекова, 15/2, офис 32, 1 этаж, Караганда","+7 771 737 17 07","+7 771 737 17 07","true","https://2gis.kz/karaganda/firm/70000001115204851","https://rotorica.kz/","https://www.instagram.com/fatab_instrument_09","Сегодня 09:00–18:00","Полная карточка 2GIS: категория «Электроинструмент»; профильный кандидат по оснастке.","⚠️ Требует подтверждения","Есть ли точные фрезы D10/d8: обкаточная с верхним подшипником L=50 мм (2 шт.) и прямая пазовая H=35 мм (1 шт.); цена и фото?","Телефон и отдельная кнопка WhatsApp подтверждены в 2GIS; точный ассортимент нужно подтвердить."
"Фрезы","B","Лэм трейд","Магазин металлорежущего инструмента","Рынок Мади, улица Молокова, 104 к2, офис 9, Караганда","+7 701 345 91 69","+7 701 345 91 69","true","https://2gis.kz/karaganda/firm/70000001062633795","https://krgtools.satu.kz/","","Сегодня 09:00–18:00","Полная карточка 2GIS: категория «Металлорежущий инструмент»; профильный инструментальный поставщик, хотя фрезы по дереву не доказаны.","⚠️ Требует подтверждения","Есть ли фрезы именно по дереву для ручного фрезера D10/d8 L=50 мм с верхним подшипником и D10/d8 H=35 мм; цена и наличие?","Телефон и отдельная кнопка WhatsApp подтверждены в 2GIS; пригодность для деревообработки нужно подтвердить."
